163	2	164	2007	2007
165	2	166	2017	2010
167	0	168	2012	####
169	0	170	2008	2008
171	2	172	####	2008
173	1	174	2000	2000
175	1	176	2016	2016
177	2	178	2004	2004
179	1	180	1910	1910
58	2	181	2011	2010
182	0	183	####	1959
184	2	185	2011	2014
186	1	187	1930	1930
188	0	189	1987	1989
190	0	191	####	2009
192	1	193	1996	1996
194	1	195	1900	1900
196	2	197	2011	2013
198	2	199	2017	2017
200	1	201	2009	2009
202	1	203	2004	2005
204	6	205	2008	####
206	8	207	####	1959
208	0	209	1968	####
210	1	211	1880	1880
212	0	213	2008	2011
214	0	215	2014	2017
216	0	217	2005	2006
101	2	218	2013	2013
219	2	220	2009	2008
221	2	222	2014	2014
223	4	224	1989	1989
225	2	226	2014	2013
42	2	227	2004	2004
228	2	229	2015	2014
230	1	231	1869	1869
232	0	233	2013	2014
234	2	235	2016	2016
236	4	237	1977	1979
238	1	239	1997	1997
240	1	241	1869	1869
225	2	242	2015	2015
243	6	69	1959	1957
244	0	245	2008	2010
171	2	246	2001	2001
247	2	248	2001	2002
28	2	249	2013	2013
250	2	251	2001	2001
252	0	253	1998	2008
254	0	255	1998	2002
256	1	257	2013	2013
258	0	259	2006	####
260	1	261	1900	1900
262	2	263	2003	2003
264	0	265	2009	####
266	0	267	1994	1996
268	2	269	2006	2005
270	2	271	2015	2015
272	2	273	2014	2016
274	1	275	####	2001
276	0	277	2010	2010
278	0	279	1984	1985
280	1	281	1921	1921
282	0	283	1930	1930
284	1	285	####	1965
286	0	287	1982	1984
288	0	289	2008	2009
290	1	291	1981	1981
292	0	293	2006	2007
294	2	295	2012	2012
296	0	297	1962	1964
298	0	299	2010	2011
300	1	301	2001	2001
302	0	303	2015	####
304	1	305	1880	1880
306	6	307	1986	1986
308	0	309	2013	2013
310	2	311	2013	2012
312	0	313	2002	2009
314	6	315	2004	2003
316	1	317	2008	2008
318	0	319	2006	####
320	0	321	1956	1973
322	1	323	2016	2016
324	1	325	####	2016
326	0	327	####	2004
328	0	329	1997	1998
330	1	331	2005	2005
332	0	333	2005	####
294	2	334	2004	2004
335	2	108	2006	2006
336	9	337	####	1935
338	1	339	1950	####
340	1	341	1961	1961
342	0	343	2000	2000
344	2	345	2005	2005
346	1	347	2008	2008
348	2	349	2002	2003
350	1	351	2013	2013
352	0	353	2016	2013
354	0	355	2013	2014
356	0	357	2009	####
358	1	359	2014	####
360	0	361	2008	2010
362	0	363	2010	2011
364	2	249	2003	####
365	0	366	2009	2008
367	0	368	1996	1996
234	2	369	2017	2017
370	1	371	1890	1880
372	0	373	2006	2007
374	1	375	1869	1869
376	1	377	1980	1991
378	2	379	2017	2005
380	0	381	####	2010
382	10	383	1933	1945
384	0	385	2003	####
386	0	387	2000	2002
70	2	76	2004	2017
388	1	389	1990	1990
390	1	391	1962	####
392	0	393	####	2012
394	0	395	1986	1988
396	2	397	2002	2002
398	1	399	1910	1910
400	0	401	2006	2013
402	1	403	1975	1975
404	2	405	2003	2003
406	2	407	2014	2014
408	1	409	2007	2007
410	0	411	1996	1998
412	2	413	2016	2010
414	0	415	2008	2010
416	0	417	1974	1971
418	1	419	####	2004
420	0	421	2007	2008
422	2	423	2012	2012
424	1	425	1880	####
426	0	427	####	2013
428	0	429	1997	1997
430	1	431	1930	1930
432	4	433	2000	1997
434	0	435	2006	2007
436	0	437	2008	2011
438	2	439	2016	2015
440	1	441	1970	1970
442	1	443	1900	1900
444	1	445	1880	1880
446	0	447	2009	####
448	2	449	2009	2008
450	2	451	2017	2017
452	0	453	2011	2014
200	1	391	2007	2007
454	0	393	2014	####
455	10	456	1919	####
457	0	458	2003	2005
459	1	460	1950	1950
461	4	462	####	1968
463	1	464	2006	2006
465	1	466	1900	1900
284	1	467	2009	2009
468	0	469	2010	2009
470	0	265	2008	2009
404	2	379	2012	2012
268	2	471	2015	2015
472	1	473	1979	1979
298	0	474	####	2004
475	0	476	2006	2008
477	0	478	2008	2009
479	1	480	1980	1980
481	1	482	####	1890
284	1	241	1987	####
483	0	484	1995	1998
272	2	485	2004	2004
486	2	487	2014	2014
488	4	489	2012	2012
152	2	490	2011	2010
491	1	492	2011	2011
493	1	494	1910	1910
495	1	496	1999	1999
497	0	498	2014	2016
499	4	500	1997	2008
501	10	502	1809	1917
503	2	504	2010	2010
505	1	506	1948	1948
507	2	508	2015	2015
12	2	509	2016	2014
510	0	511	2006	2006
512	1	513	1986	1986
514	1	515	1999	1999
516	2	517	2015	####
518	6	519	1988	1988
520	2	521	2007	2007
522	6	523	1974	1975
524	1	525	1962	1962
12	2	526	2009	####
527	11	528	1946	1988
529	12	530	1995	1995
531	10	532	1944	1922
533	2	534	2014	2015
535	2	536	2004	2004
87	2	537	2017	2017
538	0	539	2008	2009
540	2	541	2012	2012
542	0	543	2006	2012
544	0	545	2004	2004
546	2	547	2010	2010
548	1	549	####	1910
550	0	551	2014	####
552	1	553	2016	2016
554	1	555	2006	2008
556	1	557	2017	2017
558	1	559	2016	2016
560	1	561	2014	2014
562	1	563	1921	1921
564	1	565	2006	2006
566	0	567	2003	2004
568	6	569	1994	1994
570	1	571	2004	2004
572	1	573	2017	2017
574	1	575	1970	1970
576	0	577	2005	2005
578	0	31	1995	1997
579	4	580	2012	2012
581	2	582	2013	2013
583	1	584	1930	1930
585	1	449	2006	2006
586	1	587	2012	2012
588	4	589	2007	2005
306	6	590	1985	1988
58	2	591	2013	2016
592	13	593	2013	####
594	2	595	2016	2016
596	0	597	2004	2010
300	1	598	1991	####
599	0	600	1998	2001
601	1	602	2017	2017
603	1	604	1921	1921
605	0	606	2008	2010
607	0	608	2015	2015
609	4	610	1996	####
611	0	612	2009	2009
613	1	614	2001	2001
615	0	616	1961	1961
617	0	618	2005	2007
619	0	620	1994	1994
621	1	622	1950	1950
623	1	624	2014	2014
625	1	626	####	2016
627	1	628	1975	1975
629	14	630	1790	1968
631	2	632	2016	2016
198	2	633	2013	2013
634	1	508	1999	####
635	2	636	2012	2009
637	2	638	2006	####
639	0	640	1955	1957
641	0	642	2004	2005
594	2	49	2009	2009
643	2	172	2014	2015
644	2	197	2010	2010
645	2	646	2010	2010
647	0	417	2008	2008
648	1	649	1921	####
650	2	651	2010	2016
652	2	653	2001	2001
654	0	655	####	2008
133	2	369	2007	2007
656	2	273	2014	2014
657	1	658	2009	2009
198	2	659	2015	2015
660	1	661	2012	2012
662	0	663	1998	1999
664	1	665	2008	####
666	0	667	1972	1973
668	2	669	2015	2014
396	2	670	2004	2004
671	0	672	1997	2002
58	2	673	####	2008
674	2	675	2013	2013
676	2	677	2016	2016
678	1	679	1890	1890
680	0	681	1925	1929
262	2	682	2012	2013
683	2	684	2014	2014
107	2	685	2015	2015
686	0	687	2015	2016
688	0	689	2009	2011
690	0	691	2012	2014
692	15	693	2016	####
694	2	695	2016	2016
696	6	697	1997	1977
698	0	699	2000	2001
700	5	701	2014	2014
702	15	703	####	2015
704	1	705	1974	1974
706	6	707	1952	1952
708	1	391	1901	1901
709	1	710	1987	1987
711	0	712	2005	####
713	0	714	1993	1993
715	1	716	1971	1978
717	0	718	1996	1998
719	1	559	1921	1921
720	0	721	2011	2011
668	2	722	2002	2002
723	0	724	2008	2008
725	2	218	2013	2013
726	2	727	2015	2014
581	2	222	2017	2017
728	1	729	1930	1930
730	0	731	2013	2014
258	0	732	2014	2010
422	2	733	2003	2003
734	0	735	2004	2004
736	1	737	2016	2016
738	10	739	1991	####
740	16	741	1930	1930
660	1	742	2013	2013
270	2	743	2016	2016
744	4	745	####	1989
746	2	747	2016	2016
748	1	749	1869	1869
750	4	751	1982	1982
752	0	57	####	2003
463	1	753	1997	1997
694	2	624	2011	2011
754	0	755	2013	2013
756	4	757	1967	1967
601	1	758	2014	2014
759	1	760	2015	2015
761	2	762	2013	2001
763	6	764	2000	2000
765	1	766	1970	1970
767	1	768	2017	2017
769	1	770	2007	2014
694	2	295	2013	2014
314	6	771	1994	1996
772	6	773	2006	2013
774	1	775	2014	2014
776	2	777	2012	2016
778	0	779	####	2008
780	2	781	2014	2014
782	0	718	1988	1990
171	2	783	2009	2009
784	1	785	2014	2014
786	2	787	2005	2005
788	0	789	2002	2004
594	2	790	2014	2014
4	16	377	1921	2011
791	4	792	1999	1999
793	1	794	2002	2002
795	0	796	2006	2007
797	1	798	1994	1994
799	0	321	2014	2015
800	2	801	2014	2014
631	2	269	2011	2011
802	17	803	1956	####
804	1	805	1970	1970
806	10	807	1918	1939
808	2	753	2016	2016
809	1	810	2013	2013
811	1	812	2006	2006
813	1	814	2017	2017
294	2	753	2012	2012
499	2	815	2013	2013
816	0	213	####	2006
817	1	818	2016	####
819	2	820	2014	2014
719	1	821	1880	1880
726	2	108	2007	2008
822	1	823	1970	1970
824	7	825	1988	1981
826	1	827	2014	2014
396	2	828	2013	2005
829	1	830	2017	2017
831	6	832	1996	1996
833	1	834	2005	2007
696	6	835	1981	1980
836	1	837	####	2001
838	1	375	2007	2007
704	1	839	2008	2003
840	0	841	1989	1991
842	1	843	2004	2004
844	2	845	2014	2013
846	0	847	####	2014
848	0	849	2012	2013
850	0	267	2005	2005
851	0	852	1999	2000
853	1	854	2013	2013
855	2	226	2017	2014
856	1	857	2001	2001
858	7	825	1986	2007
715	1	859	1984	1984
860	4	861	1998	1998
862	6	863	2005	2005
864	1	865	1921	####
866	1	867	1993	1993
868	1	741	1990	1990
869	0	870	1997	1999
871	0	872	2008	2008
873	2	874	####	2017
875	0	319	2007	2008
465	1	622	1890	1890
876	0	877	2002	2000
878	1	879	2001	2001
880	0	881	2008	2015
882	1	883	####	2009
884	2	885	2005	2005
886	0	887	1961	1962
888	0	265	2012	####
889	0	890	2002	2003
891	0	892	2007	2007
893	2	894	2011	2011
853	1	895	2010	2010
896	0	897	2011	####
898	4	899	1950	1950
900	0	901	2006	2006
902	0	903	2007	2010
904	2	905	2007	2003
236	6	906	1971	1974
907	2	908	2004	2005
909	0	910	2009	2011
911	2	912	2010	2010
913	0	914	2002	2003
915	0	916	1991	1994
917	0	606	2005	2005
918	0	897	1994	1996
919	12	920	2010	####
921	1	922	1970	####
923	0	924	1998	1998
700	5	925	2015	2015
111	4	926	1994	1994
356	0	927	1995	1998
928	2	929	2011	2011
163	2	930	2012	2012
931	1	932	1869	1869
520	2	695	2009	2009
933	1	934	2009	2006
935	1	936	####	1950
937	1	758	2013	2013
442	1	938	1930	1910
939	0	940	2010	2014
941	4	942	1984	1984
70	2	943	2011	2011
644	2	944	2016	2016
945	0	946	2002	2003
947	1	948	2015	2004
674	2	949	2013	2013
696	4	950	1997	1977
951	4	952	1999	1999
953	0	954	1996	1997
472	1	845	1973	1973
955	2	930	2005	2005
956	0	57	2004	2004
957	1	958	2015	2015
959	0	960	1997	1998
961	0	962	2012	2012
963	0	964	2011	2011
965	1	966	1850	1850
967	0	968	1990	1989
969	5	970	2015	####
971	1	972	2014	2014
973	1	974	2002	2002
975	0	642	2005	2005
422	2	976	2014	2014
977	0	978	2006	2009
613	1	359	2005	####
979	0	789	2008	2009
980	1	981	2004	2004
982	0	253	2008	2010
983	1	984	2010	2010
221	2	985	2015	2015
986	0	987	2010	2011
988	0	989	1998	1999
238	1	990	1964	1964
111	6	991	1995	1996
188	0	992	1990	1994
993	16	994	####	1890
995	1	996	2005	2005
997	1	998	1961	1962
786	2	999	2014	2016
1000	2	1001	####	2005
1002	2	1003	2015	2015
1004	1	1005	2014	2014
1006	0	1007	1953	1959
1008	0	1009	2000	2002
1010	0	1011	2014	2014
1012	0	1013	1947	1947
643	2	1014	2013	2013
725	2	1015	2013	2013
1016	0	1017	2013	####
1018	1	1019	2015	2015
1020	1	990	2015	2015
1021	2	1022	2012	2015
1023	2	1024	2017	2017
1025	1	1026	1250	1250
1027	2	684	2016	2016
1028	1	1029	1925	1925
1030	1	1031	1987	1987
219	2	1032	2001	2001
1033	2	1034	2015	2014
1035	0	1036	2001	2001
18	3	1037	1987	1987
192	1	1038	####	1974
1039	6	899	1909	1904
1040	1	1041	2010	2010
1042	6	1043	2005	2005
1044	0	1045	2002	####
1046	0	1047	1993	1994
1048	0	55	2009	2010
1049	0	1050	2006	2009
1051	2	1052	2015	2015
1053	2	1054	2002	2008
1055	1	515	2001	2001
20	2	1056	2014	2014
1057	1	1058	####	1975
1059	2	999	2013	####
1060	1	1061	1981	1981
1062	6	1063	2004	2005
1064	6	1065	1992	1986
645	2	1066	2012	2012
1067	1	1068	1930	1930
1069	2	1070	2015	2015
111	6	1071	2008	1993
1072	0	170	2008	2011
1073	2	174	2001	2001
1074	2	883	2013	2013
1075	0	82	2007	2011
1076	1	1077	####	1991
1078	0	1079	1976	1982
1080	0	1081	1991	1993
1082	11	1083	1931	####
1084	0	1085	1978	1981
1086	1	1087	2006	2002
62	5	1088	2015	2015
1089	2	1090	2013	2014
1091	2	1092	2011	2008
1093	2	1094	2016	2016
1095	2	1096	2006	2010
1097	1	1098	1963	1963
1099	2	1100	2014	2014
1101	1	1102	1910	1910
1103	0	363	1925	1915
1104	0	1105	2008	2012
1106	4	757	1988	1988
1107	1	1108	1880	1880
1109	1	1110	####	2015
1111	2	47	2016	2016
1112	18	1113	2002	2001
1114	0	1115	2007	2008
338	1	1116	####	1980
1117	4	1118	2006	2006
284	1	1119	1974	1974
650	19	1120	2007	####
250	2	1121	2015	2009
1122	2	248	2016	2016
1123	6	1124	1985	1985
1125	1	936	2014	####
1126	0	1127	2010	2011
1128	1	1129	1982	1982
1130	0	962	1990	1992
1131	2	1132	2011	2011
1133	4	1134	1985	1985
1135	1	1136	1968	1968
1137	2	1138	2004	2004
1139	0	1140	####	2008
1141	6	707	2007	2007
12	2	636	2014	2015
564	1	1142	2013	2002
412	2	1066	2002	2015
1143	0	1144	2002	2007
1145	6	1146	2008	2008
1147	16	143	1991	1991
1148	0	1149	1998	2000
1150	0	1151	1999	2000
1152	0	1153	1994	2002
1154	1	1155	1910	1910
396	2	1156	2016	2016
1157	20	1158	2016	2016
1159	1	1160	2003	2003
898	6	899	1950	1931
1161	2	1162	2015	2015
1163	1	1164	2002	2002
774	1	1165	####	1950
1166	2	1167	2010	2009
1168	1	1169	2014	2014
1170	1	1171	1890	1890
1172	4	1173	1945	####
48	1	1066	1986	1986
1174	0	1175	1994	1995
1176	0	321	2007	2012
1177	0	877	2006	2007
1178	1	1179	2005	2005
378	2	1138	2006	2003
1180	16	1181	1987	1987
1182	7	1183	2015	2017
1184	2	1100	2012	####
247	2	1185	2015	2015
1186	2	1187	2013	2013
1188	1	1189	1991	1991
1190	0	1191	1988	1988
1192	2	1193	2016	2016
312	0	1194	2006	2008
690	0	1195	2007	2010
1196	0	1197	2009	2010
1198	5	1199	2017	2017
1200	0	1017	2011	2013
855	2	1201	2016	2015
1202	2	1203	2015	2014
1064	6	1204	1991	1996
1205	0	1206	2007	2015
1207	0	1208	1992	1994
1209	1	1210	####	2004
1211	0	1212	2012	2015
1213	1	1214	2004	2004
1215	1	1216	2005	2005
1217	0	1218	2013	2013
1219	0	1220	2012	2013
631	2	134	2009	2012
1221	0	1222	2004	2006
1223	1	1224	1991	####
1225	1	1226	1961	####
422	2	790	2006	2006
1227	1	154	2010	2001
129	1	1228	2014	2008
725	2	1229	2016	2004
951	6	1230	2007	1999
1231	14	1232	1871	1920
1233	1	1234	1991	1991
1235	2	1236	2013	2012
683	2	727	2017	2017
46	2	632	2008	2008
1237	0	1238	1997	2010
99	2	1239	2004	2004
800	2	1240	2011	2011
1241	16	1242	2001	2001
1243	0	1244	1966	1967
1245	1	1246	1860	1860
1247	2	1024	2011	2011
1248	4	1249	1927	1927
664	1	1250	####	2004
1251	1	805	####	2002
1252	2	974	2014	2014
893	2	1253	2015	2014
1254	0	1255	2013	2014
1256	1	492	2014	2014
1257	0	1258	1986	1988
408	1	1259	2009	2008
1260	2	1261	####	2002
1262	1	1263	2016	2016
101	2	845	2001	2001
1264	0	1265	2006	2006
1266	1	1267	2001	2001
1268	0	1269	2005	2008
1270	1	1271	1910	####
442	1	1272	1970	1970
1273	1	1274	####	1971
1275	4	1276	2002	2002
1051	2	1277	2017	2017
668	2	1278	2015	2015
650	2	1279	2012	2012
238	1	1280	1966	1966
1281	0	1282	2006	2001
1283	0	1284	1999	1999
1285	1	994	2010	2011
1286	0	1287	2006	2011
1288	0	1289	####	2012
1290	0	1291	2006	2010
1292	1	1293	2008	2008
1294	0	1295	1999	2000
1296	1	399	2010	2010
1297	1	1298	2010	2010
1299	4	1300	2014	2009
1301	0	1302	2009	2009
1303	0	1304	2002	2005
1305	1	1306	2009	2009
1307	2	1308	2015	2015
1111	2	1309	2016	2016
1310	0	1206	2007	2007
236	6	1311	1975	1978
1312	2	185	2014	2013
1313	1	1314	1890	1890
1315	1	1316	1993	1993
1099	2	1317	####	2006
1318	6	899	1920	1929
1319	7	1320	1965	1983
1321	1	1322	1911	1911
800	2	1323	2014	2014
1324	1	371	1950	####
780	2	1325	2001	2001
1326	1	1327	1950	1950
1328	7	1329	####	2010
1312	2	1330	2012	2011
1331	1	1332	2012	2012
1333	1	1334	1900	1900
516	2	379	2015	2016
1335	4	1336	1944	1944
1337	1	275	2011	2011
1338	4	500	2009	2009
314	4	1339	2010	2001
1340	12	1341	1967	1991
1342	2	1236	2011	2014
1343	0	1344	2009	2010
1345	1	1346	1869	1869
1347	4	1348	1982	####
1349	1	1350	2015	2015
1351	0	1352	2008	2008
1353	1	1354	1961	1961
1355	2	1356	2008	2008
947	1	1357	2001	2005
1358	21	1359	2016	####
1360	1	1361	2005	2005
247	2	65	2001	2001
896	0	1362	2008	2009
1363	0	1364	1998	2000
1365	0	1366	2003	2003
1367	1	1368	1980	1980
1369	1	1370	####	1970
89	1	471	1998	1998
1371	1	1372	1921	####
1373	1	1374	2009	2009
1375	0	1376	1990	1991
1377	2	1378	2006	2007
1379	1	1380	1970	1970
1381	2	1277	2006	2006
1382	0	1383	2011	2012
1384	0	567	1990	1996
1385	2	885	2004	2004
860	4	757	2000	2000
1386	6	1387	2008	2008
1388	0	1389	2001	2001
1390	0	1391	2000	2008
111	4	1392	1995	1997
1393	0	1394	2003	2003
809	1	1395	1988	1988
1396	1	1397	2009	2009
694	2	1398	2001	2001
188	0	1115	1991	1991
1399	0	1400	2007	2009
915	0	1401	1998	2002
1402	0	1403	1992	1992
1404	0	1405	2004	2007
256	1	1406	1987	1987
1407	1	1408	1869	1869
1409	4	1410	####	1996
1411	1	1412	1930	1930
173	1	1413	1986	1986
1414	6	899	1931	1931
1415	0	1416	1991	1992
1417	2	1418	2016	2016
704	1	1419	1962	1961
780	2	1420	2002	2002
1421	1	587	2009	2009
969	5	1422	2014	2015
1423	0	1220	2003	####
1424	1	1425	1991	1991
1426	6	1427	1986	1986
1069	2	1428	####	2009
644	2	1429	2011	2011
1430	0	903	2009	####
210	1	1431	1930	####
1432	0	1433	1990	1994
1434	1	1435	2010	2010
1436	1	1437	2013	2012
1438	1	1439	2016	2016
1440	2	1441	2011	2012
1442	0	1443	2004	2005
44	2	1444	2016	2016
955	2	1445	2010	2009
1446	1	1447	2002	2011
163	2	1448	2016	2016
1449	0	1450	2007	2009
1002	2	1451	2010	2009
1452	6	1453	1995	1995
1454	2	1066	2014	2014
1266	1	1455	1890	1890
1456	6	1457	1910	1910
1126	0	1458	2001	2001
873	2	1459	2013	2013
1460	0	429	2011	2011
1461	2	1462	2006	2006
1463	0	1464	1981	1984
725	2	1465	2013	2013
1466	16	1467	1921	1921
1468	2	976	2009	2009
1469	1	1470	1910	1910
1471	1	1472	1975	1975
635	2	1473	2004	2004
1474	1	1475	1970	1970
1476	4	1477	1992	1992
1478	6	899	1953	1940
1479	5	1480	2015	2015
1481	1	1482	1961	1961
1483	0	1484	1993	1994
1485	0	1486	2009	2009
1377	2	636	2010	2011
1487	0	1488	1965	1965
1489	6	1490	2009	2009
1491	1	1492	####	1925
1493	1	1494	####	1974
1495	0	1496	2004	2007
746	2	582	2011	2011
1497	0	1498	2006	####
1499	0	1191	1993	1993
1500	2	1501	2010	2009
1502	1	943	2015	####
1503	1	1504	1890	####
535	2	1253	2016	2015
1505	0	1506	1997	2000
1507	2	1014	2006	2006
1508	1	1509	1900	1900
1510	1	1511	1961	1961
1512	1	1513	2014	####
873	2	1514	2016	2016
1515	1	1516	1930	1930
1517	1	1518	2006	2013
1468	2	1519	2013	2013
1207	0	1520	1994	1997
864	1	1521	1900	1900
1522	1	1523	1999	1999
1524	0	1525	1945	1946
1526	2	1527	2010	2010
1528	1	1529	2007	2007
1530	1	1531	1961	1961
95	0	1498	1998	1998
1526	2	1532	2008	2007
635	2	1533	2007	2007
1468	2	1534	2012	2012
364	2	220	2008	2008
1535	1	1536	2014	2014
1537	1	1538	2015	2015
1539	0	393	1992	1994
12	2	1132	2004	2004
1540	0	1291	2010	2011
1541	0	1542	1996	1997
1543	0	1544	1990	1995
1545	20	1546	2016	2016
1547	1	86	1970	####
1548	0	1549	####	1988
1550	1	1551	1968	1968
270	2	1356	2017	2017
1552	2	1553	2016	2016
1554	0	321	2016	2014
1555	0	1556	2015	2015
1557	1	1558	2013	####
1559	0	1560	2001	####
1561	1	830	2001	2001
1562	0	421	2004	2005
62	5	1272	2014	2014
1563	1	1564	####	1970
1565	2	1185	2016	2016
1192	2	781	2013	2012
1566	0	1567	####	1994
1568	1	1569	####	1962
1570	7	825	1968	1993
247	2	1001	2008	2008
1571	2	1572	2006	2006
1573	1	1574	1961	1961
1575	6	120	1926	1925
1576	2	673	2013	2012
1577	0	415	1998	2004
1578	0	1151	2005	2005
1579	1	1580	2007	2009
1581	1	895	1970	1970
1582	0	1583	1992	1995
1584	0	429	2004	2005
1585	1	15	2004	2004
1586	1	1587	2013	2013
314	4	1588	1997	1997
306	6	1589	1985	1987
1590	0	1591	2013	2011
398	1	1592	1980	####
1593	2	1594	2015	2015
1586	1	1595	2009	2012
1260	2	1596	2017	2017
228	2	1597	2012	2011
1598	6	1599	1977	1988
1600	0	82	2006	2007
1601	4	1146	2010	1992
1602	0	1603	2008	2011
1355	2	1604	2012	2012
1605	16	1606	1970	1970
842	1	1607	1994	1994
1608	6	1609	2005	2005
1610	0	1611	2007	2008
1612	4	1613	1983	1987
1614	1	1615	1991	1991
1616	4	1617	2003	2003
1618	1	1619	2001	2002
1620	1	94	2003	2009
1621	6	523	1994	1994
644	2	1622	2017	2017
1623	1	1624	2001	2001
1625	0	1626	2003	2004
1627	0	1628	2009	####
1552	2	537	2014	2014
1629	1	1630	1991	####
1021	2	1631	2013	2013
1632	6	1633	2004	2005
1634	1	624	1921	1921
1576	2	1635	2001	2001
1616	6	1636	2000	2005
1637	7	825	2017	2017
1638	0	577	2012	1996
1639	0	964	2012	2012
1640	1	1641	2001	####
1369	1	1052	1971	1971
1642	0	1643	2006	2006
1644	1	1645	2006	2006
1646	2	1647	2006	2016
1648	16	1649	1910	1910
1650	0	1651	2008	2009
1652	1	1653	2004	2004
1654	1	1655	1930	1930
412	2	1656	2006	2015
1657	1	143	2006	2006
1025	10	1658	1701	1866
1659	7	1320	1992	2015
450	2	1660	2008	####
1661	0	1662	2008	####
1663	1	1664	####	2006
1665	2	1666	2012	2015
1667	1	1668	####	2016
152	2	1669	2011	2011
1670	1	1671	1921	1921
1672	0	1673	2015	####
1674	0	1675	####	2001
1676	0	1677	2011	2012
1678	1	1679	1875	1875
1680	1	1681	2005	2009
1682	1	1236	2001	2001
1355	2	1683	2014	2014
893	2	1684	2004	2004
1685	0	1686	1989	1989
1687	0	1688	1996	2001
1689	0	1690	2013	2014
1338	2	1100	2003	2003
1691	0	1692	1995	2000
1693	0	1694	2005	2007
1695	1	1696	1962	1962
1697	8	1698	2013	2013
1307	2	1699	2013	2010
1700	7	1329	2005	2010
1701	0	1702	2009	2010
1703	0	1704	2006	2006
486	2	1705	2016	2016
1706	1	1707	1921	####
709	1	1708	1875	1875
1709	1	1710	2016	2016
1711	2	1167	2009	2009
1712	0	1713	2009	####
1714	1	1715	1910	1910
1623	1	1716	2013	2008
1717	1	1718	2017	2017
1438	1	1719	1880	1880
1720	0	1721	2013	2014
1141	6	1722	2008	2008
1723	0	910	####	2006
1642	0	1724	1999	####
1042	4	1725	2013	2008
1726	0	1727	2007	2008
1728	1	1729	1950	####
1730	0	1731	2001	####
1732	1	1733	1999	1999
1042	6	1734	2008	2012
1735	1	1736	1980	1980
378	2	783	2016	2016
1737	0	1738	####	2007
32	2	1739	2005	2005
1740	0	1741	2014	####
1742	0	1743	2010	2011
1744	0	1745	1995	1996
1746	2	1747	2014	2013
306	6	1748	1987	1984
1042	4	1749	2004	2004
1750	1	1751	1900	1900
219	2	1752	2014	2015
1753	22	1754	2008	2008
1755	6	1722	####	1988
1756	0	1757	2010	2010
378	2	413	2016	2016
1758	0	1759	1987	1989
1760	1	1761	1930	####
1069	2	1762	2013	2013
1763	0	1405	1989	1990
58	2	1764	2012	2012
1765	0	1766	2004	2005
1767	12	1467	2010	2010
1768	1	1769	1950	1950
1385	2	1770	2012	2007
1771	6	1457	1914	1910
372	0	1772	####	2005
270	2	1773	2004	2004
1774	4	1775	2001	2001
1776	0	1777	2005	2013
1526	2	172	2015	2012
1778	0	1779	2011	2005
1780	0	1781	1985	1985
1782	0	1783	2000	2000
1784	5	1785	2015	2017
87	2	943	2016	2016
1786	0	1787	2004	2007
1788	23	1789	1987	1987
1790	1	1263	2006	2006
1099	2	1156	2009	####
1252	2	1229	2010	2010
1791	1	1792	1880	1880
1793	1	622	2014	2014
192	1	1794	1977	1977
882	1	684	2015	2015
1795	5	1546	2015	2015
1796	1	1797	2001	2001
1798	0	1799	1934	1936
1800	0	1801	2009	2010
535	2	185	2014	2014
1802	1	1803	####	2013
1804	0	1805	2014	2016
1806	1	1807	2001	####
1808	1	1809	1999	1999
